seed,numVirtualPositions,numDevices,numGens,bestCostTime,objective
1,64,10,183,14.983745,105.000000
1,64,10,178,6.022840,105.000000
1,64,10,178,1.002220,105.000000
1,64,10,170,53.111395,105.000000
1,64,10,179,2.037744,105.000000
1,64,10,179,7.120143,105.000000
1,64,10,183,0.365239,205.000000
1,64,10,183,0.671069,105.000000
1,64,10,164,1.461841,105.000000
1,64,10,180,12.696006,105.000000
1,64,10,180,3.802386,105.000000
1,64,10,176,2.696124,105.000000
1,64,10,165,4.687252,105.000000
1,64,10,168,0.731985,105.000000
1,64,10,175,6.704438,105.000000
1,64,10,175,1.713299,105.000000
1,64,10,180,6.043467,105.000000
1,64,10,180,3.204269,105.000000
1,64,10,163,4.908097,105.000000
1,64,10,176,2.439695,105.000000
1,64,10,170,4.435769,105.000000
1,64,10,172,2.472528,105.000000
1,64,10,176,5.024783,105.000000
1,64,10,170,0.653374,105.000000
1,64,10,185,1.246033,105.000000
1,64,10,178,0.344347,205.000000
1,64,10,166,7.263014,105.000000
1,64,10,172,1.500974,105.000000
1,64,10,173,0.850073,105.000000
1,64,10,180,2.185102,105.000000
1,64,20,163,25.870202,110.000000
1,64,20,161,0.327233,210.000000
1,64,20,173,0.344914,210.000000
1,64,20,166,0.385275,210.000000
1,64,20,172,4.331350,110.000000
1,64,20,171,4.660802,110.000000
1,64,20,167,17.038858,110.000000
1,64,20,170,0.931246,110.000000
1,64,20,169,3.066311,110.000000
1,64,20,170,0.331266,210.000000
1,64,20,172,1.718991,110.000000
1,64,20,163,6.137682,110.000000
1,64,20,161,1.942910,110.000000
1,64,20,162,2.275250,210.000000
1,64,20,168,0.330451,210.000000
1,64,20,169,5.628776,110.000000
1,64,20,167,1.012009,110.000000
1,64,20,171,4.938367,110.000000
1,64,20,161,0.386374,210.000000
1,64,20,171,2.303065,210.000000
1,64,20,167,3.173462,110.000000
1,64,20,170,0.363798,210.000000
1,64,20,169,14.246006,110.000000
1,64,20,169,43.136196,110.000000
1,64,20,168,1.374242,110.000000
1,64,20,168,18.350743,110.000000
1,64,20,164,0.335793,210.000000
1,64,20,166,0.424319,210.000000
1,64,20,157,3.715884,110.000000
1,64,20,171,4.367578,110.000000
1,64,30,161,1.047636,215.000000
1,64,30,161,0.832339,215.000000
1,64,30,161,0.345383,215.000000
1,64,30,160,37.086357,214.000000
1,64,30,163,4.264316,215.000000
1,64,30,160,9.316276,215.000000
1,64,30,165,0.381558,215.000000
1,64,30,170,0.342952,215.000000
1,64,30,166,10.318317,215.000000
1,64,30,161,10.900942,215.000000
1,64,30,164,2.265616,215.000000
1,64,30,167,0.344955,215.000000
1,64,30,165,1.994493,215.000000
1,64,30,165,9.494248,215.000000
1,64,30,165,11.651058,214.000000
1,64,30,166,0.343594,215.000000
1,64,30,161,0.370721,215.000000
1,64,30,158,4.389548,215.000000
1,64,30,166,1.457411,215.000000
1,64,30,158,0.406538,315.000000
1,64,30,161,0.742875,215.000000
1,64,30,161,0.363784,215.000000
1,64,30,163,0.696983,215.000000
1,64,30,167,21.030473,215.000000
1,64,30,162,6.276033,214.000000
1,64,30,165,0.739034,215.000000
1,64,30,161,13.351369,215.000000
1,64,30,164,0.355106,215.000000
1,64,30,162,2.726524,215.000000
1,64,30,165,0.342924,215.000000
1,64,40,156,11.519044,233.000000
1,64,40,157,5.973623,229.000000
1,64,40,160,2.339097,222.000000
1,64,40,154,2.185949,323.000000
1,64,40,159,30.359728,222.000000
1,64,40,160,19.162736,319.000000
1,64,40,154,3.749145,319.000000
1,64,40,155,34.330689,222.000000
1,64,40,157,12.913458,221.000000
1,64,40,155,8.423669,227.000000
1,64,40,157,3.082605,319.000000
1,64,40,158,13.549145,222.000000
1,64,40,154,0.365186,320.000000
1,64,40,161,31.643969,233.000000
1,64,40,157,0.369177,320.000000
1,64,40,154,10.746587,233.000000
1,64,40,159,16.629234,222.000000
1,64,40,155,5.698254,319.000000
1,64,40,157,6.783476,229.000000
1,64,40,150,10.790017,323.000000
1,64,40,157,4.645669,320.000000
1,64,40,156,8.023474,227.000000
1,64,40,158,4.385493,222.000000
1,64,40,157,5.102908,222.000000
1,64,40,156,4.334376,222.000000
1,64,40,158,19.325668,226.000000
1,64,40,154,8.035146,319.000000
1,64,40,158,21.274018,222.000000
1,64,40,156,46.430660,321.000000
1,64,40,156,4.233650,222.000000
1,64,50,150,17.870736,325.000000
1,64,50,151,8.745478,325.000000
1,64,50,154,1.527227,335.000000
1,64,50,151,11.311165,333.000000
1,64,50,151,4.061975,341.000000
1,64,50,150,3.644818,326.000000
1,64,50,152,29.054077,335.000000
1,64,50,150,20.067446,339.000000
1,64,50,154,5.052510,336.000000
1,64,50,153,22.530986,332.000000
1,64,50,148,3.116528,341.000000
1,64,50,150,29.575452,324.000000
1,64,50,150,0.381539,337.000000
1,64,50,152,17.338091,341.000000
1,64,50,141,1.581851,339.000000
1,64,50,150,1.952677,335.000000
1,64,50,153,4.734231,325.000000
1,64,50,146,15.408166,422.000000
1,64,50,151,1.981327,342.000000
1,64,50,152,9.662412,331.000000
1,64,50,151,12.339607,341.000000
1,64,50,147,0.792953,337.000000
1,64,50,148,7.074714,325.000000
1,64,50,153,31.412073,339.000000
1,64,50,152,6.573968,343.000000
1,64,50,150,36.862535,342.000000
1,64,50,148,2.383876,336.000000
1,64,50,153,41.839309,330.000000
1,64,50,151,60.033723,337.000000
1,64,50,151,0.423664,339.000000
1,64,60,145,1.637582,352.000000
1,64,60,141,9.648080,429.000000
1,64,60,143,0.809779,351.000000
1,64,60,146,0.807930,429.000000
1,64,60,139,2.200366,351.000000
1,64,60,140,14.016042,451.000000
1,64,60,143,16.142905,348.000000
1,64,60,148,1.284440,344.000000
1,64,60,144,2.829706,348.000000
1,64,60,144,0.814723,352.000000
1,64,60,142,26.148770,337.000000
1,64,60,147,21.429323,346.000000
1,64,60,141,17.852764,435.000000
1,64,60,142,5.105537,438.000000
1,64,60,147,13.195537,338.000000
1,64,60,139,0.844477,441.000000
1,64,60,148,21.574729,351.000000
1,64,60,149,10.948313,350.000000
1,64,60,140,0.834627,430.000000
1,64,60,148,10.947579,348.000000
1,64,60,139,13.126675,449.000000
1,64,60,143,8.044304,349.000000
1,64,60,145,4.733983,350.000000
1,64,60,145,12.939219,430.000000
1,64,60,139,12.632478,436.000000
1,64,60,144,14.004860,344.000000
1,64,60,142,9.871270,348.000000
1,64,60,144,17.179665,429.000000
1,64,60,140,2.063714,351.000000
1,64,60,140,59.658437,336.000000
1,64,70,134,0.446049,440.000000
1,64,70,136,21.423105,450.000000
1,64,70,133,0.887917,448.000000
1,64,70,134,5.235199,453.000000
1,64,70,133,1.770873,534.000000
1,64,70,132,20.400366,447.000000
1,64,70,133,1.325250,452.000000
1,64,70,133,7.845713,363.000000
1,64,70,133,36.633975,454.000000
1,64,70,142,7.702703,352.000000
1,64,70,133,15.684089,447.000000
1,64,70,135,40.533043,365.000000
1,64,70,132,0.464598,451.000000
1,64,70,134,36.670301,458.000000
1,64,70,132,0.910960,443.000000
1,64,70,134,12.208377,442.000000
1,64,70,134,6.152627,445.000000
1,64,70,140,16.825844,363.000000
1,64,70,135,54.609873,360.000000
1,64,70,133,0.444371,450.000000
1,64,70,133,32.700402,452.000000
1,64,70,133,40.517216,363.000000
1,64,70,133,15.585566,441.000000
1,64,70,134,37.836926,463.000000
1,64,70,134,27.193690,453.000000
1,64,70,139,9.289803,365.000000
1,64,70,132,1.772882,455.000000
1,64,70,133,4.941765,453.000000
1,64,70,132,2.691313,436.000000
1,64,70,134,37.864261,444.000000
1,64,80,129,24.616608,463.000000
1,64,80,128,0.940554,541.000000
1,64,80,129,0.487388,460.000000
1,64,80,129,0.480118,461.000000
1,64,80,129,6.888616,539.000000
1,64,80,128,17.701068,540.000000
1,64,80,130,59.213307,456.000000
1,64,80,130,1.848169,468.000000
1,64,80,129,2.790142,539.000000
1,64,80,130,0.985354,459.000000
1,64,80,130,14.379658,459.000000
1,64,80,128,0.460205,547.000000
1,64,80,129,0.919635,548.000000
1,64,80,129,22.075043,547.000000
1,64,80,130,2.732755,459.000000
1,64,80,129,0.463099,460.000000
1,64,80,131,14.378911,456.000000
1,64,80,130,0.463837,462.000000
1,64,80,129,15.456505,456.000000
1,64,80,127,20.099235,539.000000
1,64,80,130,5.366325,461.000000
1,64,80,129,1.414768,547.000000
1,64,80,130,27.267596,465.000000
1,64,80,129,59.226669,475.000000
1,64,80,129,0.477648,540.000000
1,64,80,130,0.920656,468.000000
1,64,80,130,1.395633,548.000000
1,64,80,130,2.826530,469.000000
1,64,80,130,0.474619,455.000000
1,64,80,130,6.883904,472.000000
1,64,90,125,18.093154,556.000000
1,64,90,126,6.157040,547.000000
1,64,90,124,0.485106,562.000000
1,64,90,126,10.083430,545.000000
1,64,90,125,11.536713,472.000000
1,64,90,125,0.479508,561.000000
1,64,90,126,7.258101,477.000000
1,64,90,125,15.339516,482.000000
1,64,90,124,17.786831,545.000000
1,64,90,124,0.486000,468.000000
1,64,90,126,57.008114,548.000000
1,64,90,125,21.939713,481.000000
1,64,90,125,22.426477,469.000000
1,64,90,126,11.436323,477.000000
1,64,90,125,1.544612,545.000000
1,64,90,124,3.405584,562.000000
1,64,90,125,3.386005,547.000000
1,64,90,125,0.483911,558.000000
1,64,90,126,31.579157,546.000000
1,64,90,125,39.538649,467.000000
1,64,90,125,55.329186,474.000000
1,64,90,127,14.339390,474.000000
1,64,90,125,0.481315,557.000000
1,64,90,126,8.145703,559.000000
1,64,90,126,7.156004,469.000000
1,64,90,125,2.369973,479.000000
1,64,90,126,0.995570,481.000000
1,64,90,125,10.057515,486.000000
1,64,90,126,0.482897,565.000000
1,64,90,126,10.560939,469.000000
1,64,100,123,59.814783,561.000000
1,64,100,123,1.491285,572.000000
1,64,100,123,12.477530,572.000000
1,64,100,123,38.433769,570.000000
1,64,100,123,56.975083,561.000000
1,64,100,123,0.498202,583.000000
1,64,100,122,23.856047,571.000000
1,64,100,122,1.011444,573.000000
1,64,100,123,0.491392,560.000000
1,64,100,123,0.501473,568.000000
1,64,100,123,1.962215,560.000000
1,64,100,123,4.417671,561.000000
1,64,100,123,33.371437,580.000000
1,64,100,122,7.761130,564.000000
1,64,100,123,0.498822,581.000000
1,64,100,123,15.132697,572.000000
1,64,100,123,0.491733,574.000000
1,64,100,122,0.999731,569.000000
1,64,100,123,0.490937,582.000000
1,64,100,124,30.307775,565.000000
1,64,100,124,3.878654,562.000000
1,64,100,123,1.986980,649.000000
1,64,100,124,18.113919,571.000000
1,64,100,123,0.497960,574.000000
1,64,100,123,13.672638,562.000000
1,64,100,123,28.542714,574.000000
1,64,100,123,8.734750,566.000000
1,64,100,123,1.986201,560.000000
1,64,100,123,46.129579,574.000000
1,64,100,123,3.954494,583.000000
1,64,110,119,2.039973,657.000000
1,64,110,119,22.748837,595.000000
1,64,110,119,28.228749,582.000000
1,64,110,119,4.575724,593.000000
1,64,110,119,0.512454,589.000000
1,64,110,119,2.040681,655.000000
1,64,110,120,11.551437,663.000000
1,64,110,119,1.006141,579.000000
1,64,110,119,1.012364,588.000000
1,64,110,119,3.523016,657.000000
1,64,110,119,7.631965,586.000000
1,64,110,119,1.009224,587.000000
1,64,110,119,20.652984,577.000000
1,64,110,119,0.517406,592.000000
1,64,110,118,4.589942,596.000000
1,64,110,119,47.021270,593.000000
1,64,110,119,5.070660,598.000000
1,64,110,118,0.515951,590.000000
1,64,110,119,17.551608,593.000000
1,64,110,119,11.595503,589.000000
1,64,110,119,5.084636,597.000000
1,64,110,119,5.040877,596.000000
1,64,110,119,43.425165,593.000000
1,64,110,119,9.657006,589.000000
1,64,110,118,1.032963,581.000000
1,64,110,119,1.008650,593.000000
1,64,110,119,6.050319,590.000000
1,64,110,119,46.061409,598.000000
1,64,110,119,2.522056,577.000000
1,64,110,119,31.899926,596.000000
1,64,120,115,0.522542,687.000000
1,64,120,116,0.529262,695.000000
1,64,120,115,7.365306,765.000000
1,64,120,115,1.592805,681.000000
1,64,120,115,48.023877,677.000000
1,64,120,115,0.527005,698.000000
1,64,120,115,0.562337,694.000000
1,64,120,115,1.575405,695.000000
1,64,120,115,0.526039,684.000000
1,64,120,115,34.464986,686.000000
1,64,120,115,0.529309,691.000000
1,64,120,116,0.525244,691.000000
1,64,120,115,0.528827,686.000000
1,64,120,115,0.528979,683.000000
1,64,120,115,0.530891,692.000000
1,64,120,115,19.890216,606.000000
1,64,120,116,0.525649,686.000000
1,64,120,115,6.278633,702.000000
1,64,120,116,6.299256,684.000000
1,64,120,116,0.525808,760.000000
1,64,120,116,0.527360,694.000000
1,64,120,115,1.041281,690.000000
1,64,120,116,22.368878,700.000000
1,64,120,116,1.555860,684.000000
1,64,120,116,25.523358,610.000000
1,64,120,115,1.059180,692.000000
1,64,120,116,2.122709,684.000000
1,64,120,116,0.526991,678.000000
1,64,120,115,10.947121,686.000000
1,64,120,116,12.052728,690.000000
1,64,130,112,3.279930,712.000000
1,64,130,111,1.079767,706.000000
1,64,130,112,1.647157,782.000000
1,64,130,112,0.542577,713.000000
1,64,130,111,5.393018,769.000000
1,64,130,111,4.932908,768.000000
1,64,130,112,3.271042,772.000000
1,64,130,112,0.550894,700.000000
1,64,130,111,0.549207,770.000000
1,64,130,112,40.538374,703.000000
1,64,130,112,6.517148,693.000000
1,64,130,112,0.552678,773.000000
1,64,130,112,47.524390,697.000000
1,64,130,112,5.490588,771.000000
1,64,130,112,50.299039,698.000000
1,64,130,111,0.546077,699.000000
1,64,130,112,0.561956,774.000000
1,64,130,111,0.546857,702.000000
1,64,130,111,0.575998,704.000000
1,64,130,111,5.446680,768.000000
1,64,130,112,5.441728,710.000000
1,64,130,112,0.551713,711.000000
1,64,130,111,0.540975,702.000000
1,64,130,111,17.830446,775.000000
1,64,130,112,3.808325,701.000000
1,64,130,111,0.547904,702.000000
1,64,130,112,0.549291,708.000000
1,64,130,111,1.093162,705.000000
1,64,130,111,9.174221,715.000000
1,64,130,111,0.568199,702.000000
1,64,140,108,1.146820,784.000000
1,64,140,109,39.291901,789.000000
1,64,140,109,1.702233,722.000000
1,64,140,109,1.669947,728.000000
1,64,140,109,3.341279,725.000000
1,64,140,109,5.048075,796.000000
1,64,140,109,30.587430,725.000000
1,64,140,109,11.630590,729.000000
1,64,140,108,3.870506,781.000000
1,64,140,108,0.564522,714.000000
1,64,140,109,58.738941,780.000000
1,64,140,109,0.558756,789.000000
1,64,140,109,1.119776,716.000000
1,64,140,109,58.316780,717.000000
1,64,140,109,1.669355,784.000000
1,64,140,109,8.871759,721.000000
1,64,140,109,23.828427,727.000000
1,64,140,109,1.687403,727.000000
1,64,140,108,14.994748,799.000000
1,64,140,109,4.952436,721.000000
1,64,140,109,1.131218,723.000000
1,64,140,109,7.178648,726.000000
1,64,140,108,1.692653,797.000000
1,64,140,109,2.270902,786.000000
1,64,140,108,0.565387,791.000000
1,64,140,108,10.167744,784.000000
1,64,140,109,56.513653,720.000000
1,64,140,109,26.694056,792.000000
1,64,140,109,1.125396,785.000000
1,64,140,108,1.654077,784.000000
1,64,150,105,60.079369,816.000000
1,64,150,106,9.680615,802.000000
1,64,150,105,0.576600,813.000000
1,64,150,105,6.281273,801.000000
1,64,150,105,1.150947,808.000000
1,64,150,106,34.800850,800.000000
1,64,150,105,2.854887,806.000000
1,64,150,106,2.853179,804.000000
1,64,150,106,0.578682,801.000000
1,64,150,106,17.100546,802.000000
1,64,150,106,1.190515,803.000000
1,64,150,106,0.574097,806.000000
1,64,150,106,43.490384,802.000000
1,64,150,106,3.408260,801.000000
1,64,150,106,0.573399,803.000000
1,64,150,106,1.702972,800.000000
1,64,150,106,3.977053,799.000000
1,64,150,106,1.144958,807.000000
1,64,150,106,0.581036,813.000000
1,64,150,106,2.846774,803.000000
1,64,150,106,6.232273,812.000000
1,64,150,106,0.574451,806.000000
1,64,150,105,2.864863,803.000000
1,64,150,106,17.700158,801.000000
1,64,150,106,1.146500,804.000000
1,64,150,105,0.572615,812.000000
1,64,150,106,18.130283,801.000000
1,64,150,106,1.130227,810.000000
1,64,150,106,1.149453,800.000000
1,64,150,106,10.143764,810.000000
1,64,160,103,13.444082,827.000000
1,64,160,103,1.176803,821.000000
1,64,160,103,0.592246,822.000000
1,64,160,103,1.765368,825.000000
1,64,160,103,0.597253,826.000000
1,64,160,103,0.593265,821.000000
1,64,160,103,0.603506,830.000000
1,64,160,103,3.546868,822.000000
1,64,160,103,9.976089,816.000000
1,64,160,103,1.186634,811.000000
1,64,160,103,55.805116,840.000000
1,64,160,103,0.591994,825.000000
1,64,160,103,31.601594,831.000000
1,64,160,103,5.824983,816.000000
1,64,160,102,0.596942,831.000000
1,64,160,103,4.160365,824.000000
1,64,160,103,5.271621,827.000000
1,64,160,102,0.593625,821.000000
1,64,160,102,7.039775,811.000000
1,64,160,103,1.175779,820.000000
1,64,160,103,0.600171,823.000000
1,64,160,103,6.437819,820.000000
1,64,160,103,28.107409,823.000000
1,64,160,103,1.758029,820.000000
1,64,160,103,0.594009,830.000000
1,64,160,103,18.695757,820.000000
1,64,160,104,0.592921,826.000000
1,64,160,103,26.286944,830.000000
1,64,160,103,1.177025,826.000000
1,64,160,103,0.598911,828.000000
1,64,170,101,3.000415,909.000000
1,64,170,101,1.236909,909.000000
1,64,170,101,15.575242,908.000000
1,64,170,101,22.281654,908.000000
1,64,170,101,12.560731,907.000000
1,64,170,101,39.425604,906.000000
1,64,170,100,1.197145,914.000000
1,64,170,101,1.803294,910.000000
1,64,170,101,2.380995,912.000000
1,64,170,101,1.220999,912.000000
1,64,170,101,18.572460,906.000000
1,64,170,101,45.916647,906.000000
1,64,170,101,1.226760,907.000000
1,64,170,101,0.613408,912.000000
1,64,170,101,8.381646,908.000000
1,64,170,101,0.617529,910.000000
1,64,170,101,1.209585,910.000000
1,64,170,101,4.751662,910.000000
1,64,170,101,25.236968,906.000000
1,64,170,101,11.906539,908.000000
1,64,170,100,22.204120,908.000000
1,64,170,100,1.206731,912.000000
1,64,170,101,33.493450,906.000000
1,64,170,100,1.219136,905.000000
1,64,170,101,15.597645,909.000000
1,64,170,101,17.287848,907.000000
1,64,170,100,1.207388,911.000000
1,64,170,101,1.202553,911.000000
1,64,170,101,1.797227,911.000000
1,64,170,101,10.208573,908.000000
1,64,180,97,8.675571,935.000000
1,64,180,97,0.629211,947.000000
1,64,180,97,6.858429,944.000000
1,64,180,97,60.020784,942.000000
1,64,180,97,35.524528,940.000000
1,64,180,97,5.548131,944.000000
1,64,180,97,59.562410,939.000000
1,64,180,98,0.643947,932.000000
1,64,180,98,0.627471,942.000000
1,64,180,97,1.925106,948.000000
1,64,180,97,0.641040,941.000000
1,64,180,97,0.629924,932.000000
1,64,180,97,17.959036,954.000000
1,64,180,97,34.605359,944.000000
1,64,180,98,0.620261,936.000000
1,64,180,97,0.630557,946.000000
1,64,180,97,1.242774,943.000000
1,64,180,98,0.627658,940.000000
1,64,180,98,51.639944,943.000000
1,64,180,97,0.635646,945.000000
1,64,180,98,0.624854,939.000000
1,64,180,97,0.624742,944.000000
1,64,180,97,0.635759,950.000000
1,64,180,97,0.629712,940.000000
1,64,180,98,29.524462,938.000000
1,64,180,97,0.626762,933.000000
1,64,180,97,0.640071,938.000000
1,64,180,97,0.630982,946.000000
1,64,180,97,1.249723,951.000000
1,64,180,97,0.631997,939.000000
1,64,190,95,0.651531,954.000000
1,64,190,95,0.644590,961.000000
1,64,190,95,17.746925,971.000000
1,64,190,96,0.642270,967.000000
1,64,190,96,0.642950,957.000000
1,64,190,95,35.006802,957.000000
1,64,190,95,6.317051,967.000000
1,64,190,95,29.077487,957.000000
1,64,190,95,56.911048,977.000000
1,64,190,96,1.905441,964.000000
1,64,190,96,0.641900,961.000000
1,64,190,95,0.644233,964.000000
1,64,190,95,5.054205,960.000000
1,64,190,96,26.386109,963.000000
1,64,190,96,15.787117,964.000000
1,64,190,95,22.233352,1026.000000
1,64,190,97,0.640903,965.000000
1,64,190,95,0.646607,959.000000
1,64,190,95,0.644525,967.000000
1,64,190,96,1.268500,955.000000
1,64,190,95,0.654377,967.000000
1,64,190,95,40.552248,969.000000
1,64,190,96,3.181934,954.000000
1,64,190,96,11.906156,961.000000
1,64,190,95,0.641275,963.000000
1,64,190,95,1.264196,966.000000
1,64,190,96,3.754330,957.000000
1,64,190,96,51.815292,967.000000
1,64,190,96,0.652149,970.000000
1,64,190,96,0.641844,958.000000
1,64,200,92,7.245847,1041.000000
1,64,200,92,0.676788,1037.000000
1,64,200,92,1.346044,1042.000000
1,64,200,92,6.569958,1042.000000
1,64,200,92,29.544224,1044.000000
1,64,200,92,28.795163,1042.000000
1,64,200,92,6.581493,1042.000000
1,64,200,92,0.674488,1041.000000
1,64,200,92,0.678881,1041.000000
1,64,200,92,11.162578,1042.000000
1,64,200,92,0.677931,1041.000000
1,64,200,92,23.624312,1041.000000
1,64,200,92,14.518092,1044.000000
1,64,200,92,20.942528,1040.000000
1,64,200,92,47.107911,1042.000000
1,64,200,92,21.595512,1042.000000
1,64,200,92,45.257533,1044.000000
1,64,200,92,20.965778,1043.000000
1,64,200,92,0.675703,1037.000000
1,64,200,92,7.882675,1042.000000
1,64,200,92,14.463394,1043.000000
1,64,200,92,0.670876,1042.000000
1,64,200,92,0.670611,1043.000000
1,64,200,92,7.186134,1040.000000
1,64,200,92,9.844336,1045.000000
1,64,200,92,11.808585,1046.000000
1,64,200,92,0.676337,1040.000000
1,64,200,92,0.668644,1039.000000
1,64,200,92,3.306877,1042.000000
1,64,200,92,0.671294,1043.000000
